brand,model,year,mileage,engine,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,min_mpg,max_mpg,turbo,adaptive_cruise_control,navigation_system,power_liftgate,backup_camera,keyless_start,remote_start,sunroof/moonroof,automatic_emergency_braking,stability_control,leather_seats,memory_seat,apple_car_play/android_auto,bluetooth,usb_port,heated_seats,price,avg_mpg,car_age,reliability_rating
Jaguar,E-PACE Checkered Flag Edition,2020,23893,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,18,26,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,38491,22,5,
Porsche,911 Carrera Cabriolet,1998,21395,3.6L H6 12V MPFI SOHC,3.6,6-Speed Manual,0,Gasoline,Rear-wheel Drive,19,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,125975,21,27,
Nissan,Altima 2.5 SR,2023,2542,2.5L I4 16V GDI DOHC,2.5,Automatic CVT,1,Gasoline,Front-wheel Drive,28,39,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,26998,33.5,2,80
Nissan,Sentra SR,2013,120655,"1.8L I-4 DOHC, variable valve control, engine with 130HP",1.8,Automatic,1,Gasoline,Front-wheel Drive,15,21,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6995,18,12,75
Chevrolet,Avalanche LTZ,2013,108687,5.3L V8 16V MPFI OHV,5.3,6-Speed Automatic,1,Gasoline,Four-wheel Drive,15,21,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,23999,18,12,82
Kia,Rondo EX,2008,150014,2.7L V6 24V MPFI DOHC,2.7,5-Speed Automatic,1,Gasoline,Front-wheel Drive,18,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4998,21,17,
Porsche,Panamera 2,2015,76256,3.6L V6 24V GDI DOHC,3.6,7-Speed Automatic with Auto-Shift,1,Gasoline,Rear-wheel Drive,20,26,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,33999,23,10,
Jaguar,XJ XJL Portfolio,2016,54082,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,27,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,28100,23,9,
FIAT,124 Spider Lusso,2019,7891,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Manual,0,Gasoline,Rear-wheel Drive,26,35,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,29985,30.5,6,
Audi,A4 2.0T Premium Plus quattro,2013,71816,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,30,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,14995,25,12,87
Ford,Expedition XLT,2018,52511,"EcoBoost 3.5L V-6 gasoline direct injection, DOHC, variable valv",3.5,Automatic,1,Gasoline,Four-wheel Drive,17,22,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,35500,19.5,7,71
Toyota,Corolla Hybrid LE,2022,18430,1.8L I4 16V MPFI DOHC Hybrid,1.8,Automatic,1,Hybrid,Front-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,26998,24.42130239915634,3,85
Porsche,911 Carrera S,2013,47407,3.8L H6 24V GDI DOHC,3.8,7-Speed,0,Gasoline,Rear-wheel Drive,18,24,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,74492,21,12,89
Lexus,GX 460 Base,2021,40979,4.6L V8 32V MPFI DOHC,4.6,6-Speed Automatic,1,Gasoline,Four-wheel Drive,22,31,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,51777,26.5,4,85
Porsche,718 Boxster S,2021,5861,2.5L H4 16V GDI DOHC Turbo,2.5,Automatic,1,Gasoline,Rear-wheel Drive,23,32,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,79989,27.5,4,
Mercedes-Benz,AMG S 63 Base 4MATIC,2019,39394,4.0L V8 32V GDI DOHC Twin Turbo,4,9-Speed Automatic,1,Gasoline,Four-wheel Drive,13,18,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,85995,15.5,6,
Ford,F-150 Lariat,2021,25617,3.5L V6 24V PDI DOHC Twin Turbo,3.5,10-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,52599,24.42130239915634,4,71
BMW,650 i,2010,99800,4.8L V8 32V MPFI DOHC,4.8,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,15,23,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,11995,19,15,
Nissan,Murano Platinum,2022,7548,3.5L V6 24V MPFI DOHC,3.5,Automatic CVT,1,Gasoline,Front-wheel Drive,15,20,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,35966,17.5,3,90
BMW,M4 Base,2020,8813,3.0L I6 24V GDI DOHC Twin Turbo,3,7-Speed Automatic with Auto-Shift,1,Gasoline,Rear-wheel Drive,18,25,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,64900,21.5,5,
Jaguar,XJ L Supercharged,2011,91744,"5L V-8 gasoline direct injection, DOHC, variable valve control,",5,Automatic,1,Gasoline,Rear-wheel Drive,19,30,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,19980,24.5,14,79
Mazda,Mazda3 AWD w/Preferred Package,2021,21328,2.5L I4 16V,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,24995,24.42130239915634,4,
Jeep,Grand Cherokee L Laredo,2022,9549,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,21,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,40472,18.5,3,
Mazda,CX-5 Touring,2021,45405,Regular Unleaded I-4 2.5 L/152,2.5,Automatic,1,Gasoline,Unknown,26,35,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,28975,30.5,4,82
Mitsubishi,Mirage G4 ES,2022,12539,1.2L I3 12V MPFI DOHC,1.2,Automatic CVT,1,Gasoline,Front-wheel Drive,25,30,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,16500,27.5,3,
Lexus,LS 500 Base,2021,12467,3.5L V6 24V PDI DOHC Twin Turbo,3.5,10-Speed Automatic,1,Gasoline,Rear-wheel Drive,20,27,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,67999,23.5,4,
Volkswagen,Atlas 3.6L SE w/Technology,2022,30277,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,23,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,37275,20.5,3,
BMW,228 Gran Coupe i xDrive,2020,19512,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,23,33,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,30970,28,5,
Honda,Odyssey Touring,2019,31008,3.5L V6 24V GDI SOHC,3.5,10-Speed Automatic,1,Gasoline,Front-wheel Drive,19,28,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,36600,23.5,6,61
Suzuki,SX4 Technology,2012,138248,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Four-wheel Drive,15,22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,7488,18.5,13,
Honda,Passport TrailSport,2022,5846,3.5L V6 24V GDI SOHC,3.5,9-Speed Automatic,1,Gasoline,Four-wheel Drive,19,24,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,43998,21.5,3,83
Volkswagen,Eurovan GLS,2002,157039,2.8L V6 24V MPFI DOHC,2.8,4-Speed Automatic,1,Gasoline,Front-wheel Drive,24,34,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,12499,29,23,
BMW,530 i xDrive,2020,40050,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,24,31,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,34789,27.5,5,
Mitsubishi,Outlander ES,2017,116873,2.4L I4 16V MPFI SOHC,2.4,Automatic CVT,1,Gasoline,Four-wheel Drive,25,26,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,14880,25.5,8,81
Honda,Odyssey Touring,2015,109206,3.5L V6 24V MPFI SOHC,3.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,19,28,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,18490,23.5,10,82
Land,Rover Range Rover Sport First Edition,2023,1917,4.4L V8 32V GDI DOHC Twin Turbo,4.4,Automatic,1,Gasoline,Four-wheel Drive,17,23,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,156869,20,2,
Jaguar,F-PACE 25t Premium,2020,45618,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,29,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,39495,24.5,5,
MINI,Convertible Cooper S,2017,61910,2.0L I4 16V GDI DOHC Turbo,2,6-Speed Automatic,1,Gasoline,Front-wheel Drive,26,34,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,21499,30,8,
BMW,M550 i xDrive,2019,49348,4.4L V8 32V GDI DOHC Twin Turbo,4.4,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,25,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,46990,21.5,6,
Hyundai,Tucson SE,2016,90710,2.0L I4 16V GDI DOHC,2,6-Speed Automatic,1,Gasoline,Front-wheel Drive,28,38,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,15988,33,9,75
Honda,Odyssey EX-L,2016,114080,3.5L V6 24V MPFI SOHC,3.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,19,28,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,20000,23.5,9,78
FIAT,500X Lounge,2016,95952,2.4L I4 16V MPFI SOHC,2.4,9-Speed Automatic,1,Gasoline,Front-wheel Drive,22,31,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,11953,26.5,9,62
Honda,CR-V EX,2019,46990,1.5L I4 16V GDI DOHC Turbo,1.5,Automatic CVT,1,Gasoline,Four-wheel Drive,27,33,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,27217,30,6,77
Kia,Seltos S,2021,21330,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Four-wheel Drive,25,30,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,21944,27.5,4,82
Hyundai,IONIQ Hybrid Blue,2019,104948,1.6L I4 16V GDI DOHC Hybrid,1.6,6-Speed Automatic with Auto-Shift,1,Hybrid,Front-wheel Drive,15,23,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,12182,19,6,
Ford,F-150 Lariat,2022,27601,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,3.5,10-Speed Automatic,1,Hybrid,Four-wheel Drive,20.92617980490377,27.91642499340891,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,56352,24.42130239915634,3,86
Chevrolet,Suburban Z71,2022,19637,5.3L V8 16V GDI OHV,5.3,10-Speed Automatic with Overdrive,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,70750,24.42130239915634,3,75
Alfa,Romeo Stelvio Base,2021,23801,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,22,28,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,31185,25,4,
Jaguar,XJ Base,2014,66985,"3L V-6 gasoline direct injection, DOHC, variable valve control,",3,Automatic,1,Gasoline,Four-wheel Drive,21,28,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,17999,24.5,11,
FIAT,500X Easy,2016,110214,2.4L I4 16V MPFI SOHC,2.4,9-Speed Automatic,1,Gasoline,Front-wheel Drive,22,31,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,11994,26.5,9,62
Mazda,Mazda6 Touring,2021,45905,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,20,26,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,22196,23,4,
Volvo,V90 Cross Country B6,2022,18882,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,29,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,53453,25.5,3,
Toyota,Corolla LE,2016,29572,1.8L I4 16V MPFI DOHC,1.8,Automatic CVT,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,17999,24.42130239915634,9,88
Hyundai,Elantra GLS,2013,111041,1.8L I4 16V MPFI DOHC,1.8,6-Speed Automatic,1,Gasoline,Front-wheel Drive,27,34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9492,30.5,12,
Land,Rover Range Rover Sport SVR,2020,29300,"5L V-8 gasoline direct injection, DOHC, variable valve control,",5,Automatic,1,Gasoline,Four-wheel Drive,17,23,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,94999,20,5,
Chevrolet,Tahoe Premier,2017,128342,Gas/Ethanol V8 5.3L/325,5.3,Automatic,1,E85 Flex Fuel,Four-wheel Drive,16,22,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,30871,19,8,80
Honda,Odyssey EX-L,2014,104854,3.5L V6 24V MPFI SOHC,3.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,19,28,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,15848,23.5,11,72
BMW,X5 xDrive35d,2013,83463,3.0L I6 24V DDI DOHC Twin Turbo Diesel,3,6-Speed Automatic,1,Diesel,Four-wheel Drive,19,26,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,15921,22.5,12,82
Jeep,Wrangler Unlimited Sport,2015,106715,3.6L V6 24V MPFI DOHC,3.6,5-Speed Automatic,1,Gasoline,Four-wheel Drive,15,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,22877,17.5,10,78
Porsche,Macan S,2020,21334,3.0L V6 24V GDI DOHC Turbo,3,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,17,23,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,55936,20,5,78
Porsche,Cayenne,2023,673,3.0L V6 24V GDI DOHC Turbo,3,8-Speed Automatic with Tiptronic,1,Gasoline,Four-wheel Drive,18,26,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,99975,22,2,81
Hyundai,Santa Fe SE 2.4,2020,62263,2.4L I4 16V GDI DOHC,2.4,8-Speed Automatic,1,Gasoline,Front-wheel Drive,22,29,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,21759,25.5,5,
Mercedes-Benz,E-Class E 350 4MATIC,2020,42193,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,38697,24.42130239915634,5,83
Jaguar,XF S,2016,44776,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,22,27,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,26998,24.5,9,
MINI,Convertible John Cooper Works,2018,36173,2.0L I4 16V GDI DOHC Turbo,2,6-Speed Manual,0,Gasoline,Front-wheel Drive,26,35,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,28309,30.5,7,
FIAT,500L Trekking,2018,43786,"1.4L I-4 MultiAir variable valve control, intercooled turbo, eng",1.4,Automatic,1,Gasoline,Front-wheel Drive,22,30,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,17999,26,7,
Mercedes-Benz,AMG C 43 Base 4MATIC,2020,37110,3.0L V6 24V GDI DOHC Twin Turbo,3,9-Speed Automatic,1,Gasoline,Four-wheel Drive,20,27,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,47600,23.5,5,
Porsche,Panamera E-Hybrid 4,2019,7224,2.9L V6 24V GDI DOHC Twin Turbo Hybrid,2.9,8-Speed Automatic with Auto-Shift,1,Hybrid,Four-wheel Drive,18,23,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,82880,20.5,6,
Volvo,C70 T5 Premier Plus,2013,66259,2.5L I5 20V MPFI DOHC Turbo,2.5,5-Speed Automatic,1,Gasoline,Front-wheel Drive,20,25,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,15450,22.5,12,
Mercedes-Benz,A-Class A 220,2019,19207,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Front-wheel Drive,14,18,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,29795,16,6,
MINI,Countryman Cooper S ALL4,2015,49145,"1.6L I-4 gasoline direct injection, DOHC, variable valve control",1.6,Automatic,1,Gasoline,Four-wheel Drive,21,30,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,17998,25.5,10,
Porsche,Cayenne,2023,3059,3.0L V6 24V GDI DOHC Turbo,3,Automatic,1,Gasoline,Four-wheel Drive,19,23,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,84900,21,2,81
Audi,A5 2.0T Premium,2020,40015,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,24,32,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,34989,28,5,
Nissan,300ZX GS 2+2,1990,150218,3.0L V6 24V DOHC,3,Automatic,1,Gasoline,Rear-wheel Drive,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10750,33.5,35,
Suzuki,Grand Vitara JLX,2002,104100,2.5L V6 24V MPFI DOHC,2.5,4-Speed Automatic,1,Gasoline,Four-wheel Drive,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7716,19.5,23,
Honda,Pilot EX-L 7-Passenger,2023,659,3.5L V6 24V GDI DOHC,3.5,10-Speed Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,41600,24.42130239915634,2,80
Volkswagen,Atlas Cross Sport 3.6L V6 SE w/Technology,2022,20485,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic with Tiptronic,1,Gasoline,Four-wheel Drive,22,30,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,36900,26,3,72
Porsche,Macan Base,2022,7043,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,20,28,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,59990,24,3,78
Kia,Sorento Plug-In Hybrid SX Prestige,2022,15651,1.6L I4 16V GDI DOHC Turbo Hybrid,1.6,6-Speed Automatic,1,Hybrid,Four-wheel Drive,18,24,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,46407,21,3,83
Jeep,Wrangler Unlimited Rubicon,2019,46843,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,45208,24.42130239915634,6,69
Ford,Escape SE,2013,141836,1.6L I4 16V GDI DOHC Turbo,1.6,6-Speed Automatic,1,Gasoline,Four-wheel Drive,22,30,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8400,26,12,68
Kia,Forte GT,2023,1678,1.6L I4 16V GDI DOHC Turbo,1.6,7-Speed Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,25285,24.42130239915634,2,87
Land,Rover Range Rover Evoque S,2020,12960,"2L I-4 gasoline direct injection, DOHC, variable valve control,",2,Automatic,1,Gasoline,Four-wheel Drive,17,22,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,38999,19.5,5,
FIAT,500 Abarth,2018,25675,1.4L I4 16V MPFI SOHC Turbo,1.4,5-Speed Manual,0,Gasoline,Front-wheel Drive,28,33,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,21998,30.5,7,
Honda,Odyssey EX-L,2015,116515,3.5L V6 24V MPFI SOHC,3.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,19,28,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,18888,23.5,10,82
MINI,Cooper S Countryman Base,2011,119289,1.6L I4 16V GDI DOHC Turbo,1.6,6-Speed Automatic,1,Gasoline,Four-wheel Drive,25,31,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12437,28,14,
BMW,550 Gran Turismo i,2010,115600,4.4L V8 32V GDI DOHC Twin Turbo,4.4,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,15,21,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,12995,18,15,
Volkswagen,Arteon 2.0T SEL,2019,34607,"2L I-4 gasoline direct injection, DOHC, variable valve control,",2,Automatic,1,Gasoline,Front-wheel Drive,25,35,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,26995,30,6,
Audi,S5 3.0T Premium Plus,2019,19909,3.0L V6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,30,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,49998,25.5,6,
MINI,Clubman John Cooper Works ALL4,2021,21149,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,25,33,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,34950,29,4,
Land,Rover Range Rover 5.0L Supercharged,2016,74571,"5L V-8 gasoline direct injection, DOHC, variable valve control,",5,Automatic,1,Gasoline,Four-wheel Drive,17,22,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,37491,19.5,9,
MINI,Cooper S Clubman Base,2012,101787,1.6L I4 16V GDI DOHC Turbo,1.6,6-Speed Manual,0,Gasoline,Front-wheel Drive,26,35,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9995,30.5,13,
Cadillac,CTS 2.0L Turbo Luxury,2016,15642,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,25,34,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,26910,29.5,9,78
Hyundai,Sonata SEL,2020,25905,2.5L I4 16V PDI DOHC,2.5,8-Speed Automatic,1,Gasoline,Front-wheel Drive,19,24,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,24289,21.5,5,83
BMW,740 i,2023,1422,3.0L I6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,20.92617980490377,27.91642499340891,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,93899,24.42130239915634,2,
Mazda,MX-5 Miata RF Grand Touring,2021,2440,2.0L I4 16V GDI DOHC,2,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,29,34,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,30980,31.5,4,
Nissan,Maxima 3.5 S,2009,110845,"VQ 3.5L V-6 DOHC, variable valve control, engine with 290HP",3.5,Automatic,1,Gasoline,Front-wheel Drive,13,18,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,8595,15.5,16,82
Lexus,RX 350 350,2019,15559,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Front-wheel Drive,19,26,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,37884,22.5,6,85
FIAT,500C Pop,2012,84697,1.4L I4 16V MPFI SOHC,1.4,5-Speed Manual,0,Gasoline,Front-wheel Drive,30,38,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,7500,34,13,
Hyundai,Palisade Calligraphy,2022,20571,3.8L V6 24V GDI DOHC,3.8,8-Speed Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,48354,24.42130239915634,3,
Ford,Fusion SE,2018,22643,1.5L I4 16V GDI DOHC Turbo,1.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,21,32,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,18562,26.5,7,
Volkswagen,Atlas 3.6L SE w/Technology,2022,6909,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1,Gasoline,Front-wheel Drive,20,27,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,40238,23.5,3,
Audi,S5 3.0T Prestige,2019,41286,3.0L V6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,30,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,44499,25.5,6,
Mitsubishi,Outlander Sport ES,2015,145727,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8995,24.42130239915634,10,78
Audi,Q7 3.0T Premium Plus,2017,92799,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,25,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,23644,22,8,72
Cadillac,CTS 3.6L Luxury,2017,90827,"3.6L V-6 gasoline direct injection, DOHC, VVT variable valve con",3.6,"Automatic, 8-Spd",1,Gasoline,Rear-wheel Drive,17,24,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,20499,20.5,8,
Audi,S4 3.0T Premium Plus,2020,20467,3.0L V6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,27,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,47995,23.5,5,
Volvo,S90 T5 Momentum,2018,73684,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,15,22,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,24491,18.5,7,78
Jeep,Wrangler Unlimited Rubicon,2012,86385,3.6L V6 24V MPFI DOHC,3.6,6-Speed Manual,0,Gasoline,Four-wheel Drive,13,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23755,16,13,69
Cadillac,XT6 Sport AWD,2020,22640,3.6L V6 24V GDI DOHC,3.6,9-Speed Automatic,1,Gasoline,Four-wheel Drive,18,27,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,41500,22.5,5,82
Audi,Q7 3.0T Prestige,2017,58254,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,25,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,32466,22,8,72
Kia,Stinger Premium Collection,2019,63317,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,26,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,23926,22.5,6,
Volvo,XC60 B5 Plus Bright Theme,2023,2263,2.0L I4 16V GDI DOHC Turbo,2,Automatic,1,Gasoline,Four-wheel Drive,20,30,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,47500,25,2,74
