brand,model,year,mileage,engine,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,min_mpg,max_mpg,turbo,adaptive_cruise_control,navigation_system,power_liftgate,backup_camera,keyless_start,remote_start,sunroof/moonroof,automatic_emergency_braking,stability_control,leather_seats,memory_seat,apple_car_play/android_auto,bluetooth,usb_port,heated_seats,price,avg_mpg,car_age,reliability_rating
Land,Rover Defender 90 X,2021,17783,3.0L I6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,24,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,75490,21,4,
Mercedes-Benz,GLC-Class GLC 300 4MATIC,2016,84581,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,24989,25,9,72
Jeep,Wagoneer Series III,2022,22510,5.7L V8 16V MPFI OHV,5.7,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,71600,24.42130239915634,3,65
Maserati,Levante GT,2022,13303,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,13,21,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,66885,17,3,
Hyundai,Santa Fe XL SE,2019,62475,3.3L V6 24V GDI DOHC,3.3,6-Speed Automatic,1,Gasoline,Four-wheel Drive,26,33,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,21000,29.5,6,
Land,Rover Range Rover Velar P380 SE R-Dynamic,2018,13161,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,25,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,47258,23,7,
Mitsubishi,Lancer Evolution GSR,2013,16336,2.0L I4 16V MPFI DOHC Turbo,2,5-Speed Manual,0,Gasoline,Four-wheel Drive,24,30,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,35499,27,12,
Cadillac,CT4 Premium Luxury,2021,12833,2.0L I4 16V GDI DOHC Turbo,2,Automatic,1,Gasoline,Rear-wheel Drive,18,25,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,34571,21.5,4,
FIAT,500 Abarth,2013,49395,1.4L I4 16V MPFI SOHC Turbo,1.4,5-Speed Manual,0,Gasoline,Front-wheel Drive,28,34,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,14300,31,12,77
Chevrolet,Impala 2LZ,2016,125070,3.6L V6 24V GDI DOHC Flexible Fuel,3.6,6-Speed Automatic,1,E85 Flex Fuel,Front-wheel Drive,19,29,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,12812,24,9,87
Ford,Utility Police Interceptor Base,2014,100110,3.7L V6 24V MPFI DOHC,3.7,6-Speed Automatic,1,Unknown,Four-wheel Drive,16,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8993,18.5,11,
Chevrolet,Express 2500 Work Van,2014,9599,4.8L V8 16V MPFI OHV,4.8,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29998,24.42130239915634,11,
Nissan,Altima 2.5 S,2012,151220,"2.5L I-4 DOHC, variable valve control, engine with 175HP",2.5,Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,5500,24.42130239915634,13,86
Audi,RS Q8 4.0T quattro,2021,22852,4.0L V8 32V GDI DOHC Twin Turbo,4,8-Speed Automatic,1,Gasoline,Four-wheel Drive,13,19,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,115995,16,4,
Suzuki,SX4 LE,2013,113954,2.0L I4 16V MPFI DOHC,2,6-Speed Manual,0,Gasoline,Front-wheel Drive,23,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6998,26,12,
Jaguar,F-PACE 20d Prestige,2017,106639,2.0L I4 16V DDI DOHC Turbo Diesel,2,8-Speed Automatic,1,Diesel,Four-wheel Drive,17,24,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,20980,20.5,8,68
Hyundai,Kona SE,2020,62438,2.0L I4 16V MPFI DOHC,2,6-Speed Automatic,1,Gasoline,Front-wheel Drive,20,25,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,18806,22.5,5,84
Mitsubishi,Eclipse Cross LE,2018,34100,1.5L I4 16V GDI DOHC Turbo,1.5,Automatic CVT,1,Gasoline,Four-wheel Drive,20,28,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,18995,24,7,
Maserati,Ghibli S Q4,2017,20526,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,15,24,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,33995,19.5,8,
Ford,Bronco Sport,2021,22569,1.5L I3 12V PDI DOHC Turbo,1.5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,25,28,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,27873,26.5,4,
Kia,Sorento Hybrid S,2022,17735,1.6L I4 16V GDI DOHC Turbo Hybrid,1.6,6-Speed Automatic,1,Hybrid,Front-wheel Drive,25,30,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,35836,27.5,3,83
Alfa,Romeo Stelvio Ti,2019,24316,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,23,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,31952,20,6,
Porsche,911 Turbo S,2019,3933,3.8L H6 24V GDI DOHC Twin Turbo,3.8,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,189500,24.42130239915634,6,93
Nissan,Titan PRO-4X,2018,35021,"Endurance 5.6L V-8 gasoline direct injection, VVEL DOHC, variabl",5.6,7-Speed Automatic,1,Gasoline,Four-wheel Drive,21,30,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,35947,25.5,7,
Maserati,Levante Base,2017,13090,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,15,25,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,45832,20,8,
Mazda,Mazda3 FWD w/Preferred Package,2019,18256,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,24200,24.42130239915634,6,
BMW,Z4 sDrive30i,2011,56379,3.0L I6 24V MPFI DOHC,3,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,18,28,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,19000,23,14,
Volvo,XC90 T6 Inscription 6 Passenger,2022,8829,2.0L I4 16V GDI DOHC,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,32,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,63750,26.5,3,75
Jeep,Wrangler JK Unlimited Rubicon,2018,84549,3.6L V6 24V MPFI DOHC,3.6,5-Speed Automatic,1,Gasoline,Four-wheel Drive,18,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38949,21.5,7,
Maserati,Levante S GranLusso,2019,22257,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,22,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,49988,19,6,
Cadillac,CT4-V V-Series Blackwing,2022,2876,3.6L V6 24V GDI DOHC Twin Turbo,3.6,6-Speed Manual,0,Gasoline,Rear-wheel Drive,16,24,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,65793,20,3,
BMW,M240 i xDrive,2018,24512,3.0L I6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,30,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,41480,25.5,7,
Land,Rover Range Rover Sport 5.0L Supercharged Autobiography,2017,24249,5.0L V8 32V GDI DOHC Supercharged,5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,25,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,52599,23,8,
Lexus,GS 450h Base,2013,82533,3.5L V6 24V PDI DOHC Hybrid,3.5,Automatic CVT,1,Hybrid,Rear-wheel Drive,15,18,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,22500,16.5,12,89
Mazda,Mazda6 Touring,2019,46794,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,20990,24.42130239915634,6,
Lexus,SC 430 Base,2002,69672,4.3L V8 32V MPFI DOHC,4.3,5-Speed Automatic,1,Gasoline,Rear-wheel Drive,16,26,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,19999,21,23,
Honda,Passport AWD Elite,2022,9254,"3.5L V-6 gasoline direct injection, i-VTEC VCM variable valve co",3.5,Automatic,1,Gasoline,Four-wheel Drive,19,24,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,41995,21.5,3,83
Volvo,V60 T6 Drive-E R-Design Platinum,2016,34525,2.0L I4 16V GDI DOHC,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,27,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,27500,23,9,
Mitsubishi,Outlander Sport 2.0 ES,2019,63200,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Front-wheel Drive,23,29,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,16994,26,6,
Land,Rover Range Rover Velar P380 SE R-Dynamic,2018,18488,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,23,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,49998,20,7,
Kia,Sportage X-Pro Prestige,2023,12868,2.5L I4 16V PDI DOHC,2.5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,29,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,36800,25,2,83
Mazda,CX-5 Touring,2015,96845,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,25,33,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,15100,29,10,80
Nissan,Altima 2.5 S,2020,49265,2.5L I4 16V GDI DOHC,2.5,Automatic CVT,1,Gasoline,Front-wheel Drive,12,17,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,18989,14.5,5,82
Volvo,S60 T5 Momentum,2019,70178,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Front-wheel Drive,18,26,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,23993,22,6,
Audi,Q8 3.0T Premium,2019,71240,3.0L V6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,22,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,46496,19.5,6,
Porsche,Macan Turbo,2020,13551,2.9L V6 24V GDI DOHC Twin Turbo,2.9,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,19,25,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,74950,22,5,78
Mercedes-Benz,AMG E 43 Base 4MATIC,2017,72113,3.0L V6 24V GDI DOHC Twin Turbo,3,9-Speed Automatic,1,Gasoline,Four-wheel Drive,17,24,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,37754,20.5,8,
Audi,RS 7 4.0T Prestige,2014,31298,4.0L V8 32V GDI DOHC Twin Turbo,4,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,27,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,54445,21.5,11,
Cadillac,CT4-V V-Series,2022,193,Turbocharged I4 2.7L/,2.7,Automatic,1,Gasoline,Rear-wheel Drive,18,26,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,51510,22,3,
Volkswagen,CC Sport,2012,100010,"2L I-4 gasoline direct injection, DOHC, variable valve control,",2,Automatic,1,Gasoline,Front-wheel Drive,17,23,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,7999,20,13,74
Porsche,Boxster Base,2000,65500,217.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,2.7,5-Speed M/T,0,Gasoline,Rear-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15999,24.42130239915634,25,
Alfa,Romeo Stelvio Ti,2020,28057,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,35950,25,5,
Mazda,Mazda6 i Grand Touring,2015,41536,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,23,30,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,18999,26.5,10,80
Maserati,Levante Base,2017,36750,"3L V-6 gasoline direct injection, DOHC, variable valve control,",3,"Automatic, 8-Spd",1,Gasoline,Four-wheel Drive,15,25,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,39995,20,8,
Volvo,S80 T5 Platinum,2015,85268,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,15477,24.42130239915634,10,
Jeep,Grand Cherokee L Limited,2021,10679,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,25,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,44000,21,4,
Toyota,GR Corolla Core,2023,1975,1.6L I3 12V PDI DOHC Turbo,1.6,Manual,0,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,46999,24.42130239915634,2,
FIAT,500 Sport Turbo,2016,102214,1.4L I4 16V MPFI SOHC Turbo,1.4,5-Speed Manual,0,Gasoline,Front-wheel Drive,28,34,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,6400,31,9,
MINI,Hardtop Cooper S,2022,10500,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Front-wheel Drive,28,37,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,24996,32.5,3,
Honda,Civic Si Base,2019,33884,1.5L I4 16V GDI DOHC Turbo,1.5,6-Speed Manual,0,Gasoline,Front-wheel Drive,28,38,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,24799,33,6,
Toyota,FJ Cruiser Base,2012,82770,4.0L V6 24V MPFI DOHC,4,6-Speed Manual,0,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,30299,24.42130239915634,13,
Lexus,GS 350 Base,2016,37500,"3.5L V-6 port/direct injection, DOHC, VVT-i variable valve contr",3.5,Automatic,1,Gasoline,Rear-wheel Drive,20.92617980490377,27.91642499340891,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,31998,24.42130239915634,9,
Toyota,4Runner SR5 Premium,2022,22394,4.0L V6 24V MPFI DOHC,4,5-Speed Automatic,1,Gasoline,Four-wheel Drive,16,19,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,45979,17.5,3,87
Toyota,Land Cruiser V8,2019,72515,5.7L V8 32V MPFI DOHC,5.7,8-Speed Automatic,1,Gasoline,Four-wheel Drive,13,18,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,63888,15.5,6,
Jaguar,XF 5.0 Supercharged,2015,84946,5.0L V8 32V GDI DOHC Supercharged,5,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,23,33,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,23433,28,10,
Maserati,GranTurismo Sport,2013,40146,4.7L V8 32V MPFI DOHC,4.7,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,13,21,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,34890,17,12,
Kia,Sorento EX,2020,31799,3.3L V6 24V GDI DOHC,3.3,8-Speed Automatic,1,Gasoline,Front-wheel Drive,19,26,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,28700,22.5,5,85
Suzuki,Reno Base,2008,19000,2.0L I4 16V MPFI DOHC,2,4-Speed Automatic,1,Gasoline,Front-wheel Drive,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,21,17,
Mercedes-Benz,M-Class ML 350 4MATIC,2015,68622,3.5L V6 24V GDI DOHC Flexible Fuel,3.5,7-Speed Automatic,1,E85 Flex Fuel,Four-wheel Drive,15,24,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,21205,19.5,10,83
Chevrolet,Colorado ZR2,2020,33813,3.6L V6 24V GDI DOHC,3.6,Automatic,1,Gasoline,Four-wheel Drive,16,18,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,37999,17,5,81
BMW,X7 xDrive40i,2020,40331,3.0L I6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,25,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,58500,22.5,5,71
Porsche,911 Carrera GTS,2019,8964,3.0L H6 24V GDI DOHC Twin Turbo,3,7-Speed Automatic with Auto-Shift,1,Gasoline,Rear-wheel Drive,18,23,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,132892,20.5,6,93
Mazda,Mazda6 Touring,2020,47445,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,27,34,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,23925,30.5,5,
Nissan,NV Passenger NV3500 HD SL V8,2013,74645,"Endurance 5.6L V-8 DOHC, variable valve control, engine with 317",5.6,Automatic,1,Gasoline,Rear-wheel Drive,28,34,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,28995,31,12,
BMW,M440 Gran Coupe i xDrive,2022,15144,3.0L I6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,29,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,62944,25.5,3,
Mazda,Mazda3 AWD w/Preferred Package,2022,7358,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,23,31,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,27990,27,3,77
Lexus,LS 500,2019,44585,3.5L V6 24V PDI DOHC Twin Turbo,3.5,10-Speed Automatic,1,Gasoline,Rear-wheel Drive,21,31,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,51000,26,6,
Volkswagen,Tiguan 2.0T SE,2021,62567,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,24,33,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,23499,28.5,4,76
Cadillac,XT5 Luxury,2020,53511,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,18,26,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,33990,22,5,84
Audi,S5 3.0T Prestige,2018,26962,3.0L V6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,30,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,43499,25.5,7,
Ford,Bronco Sport Badlands,2022,8452,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,26,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,36599,23.5,3,77
Kia,Telluride S,2021,42315,3.8L V6 24V GDI DOHC,3.8,8-Speed Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,35500,24.42130239915634,4,79
MINI,Convertible Cooper S,2013,80554,"1.6L I-4 gasoline direct injection, DOHC, variable valve control",1.6,6-Speed Automatic Steptronic,1,Gasoline,Front-wheel Drive,22,32,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,14977,27,12,
Jaguar,F-TYPE R,2015,38363,5.0L V8 32V GDI DOHC Supercharged,5,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,25,34,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,49482,29.5,10,
Porsche,Panamera Turbo,2017,40127,4.0L V8 32V GDI DOHC Twin Turbo,4,8-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,17,23,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,75900,20,8,
Jaguar,E-PACE R-Dynamic SE,2020,25285,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,22,27,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,34495,24.5,5,
Land,Rover Range Rover SV,2023,303,4.4L V8 32V GDI DOHC Twin Turbo,4.4,Automatic,1,Gasoline,Four-wheel Drive,19,25,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,249995,22,2,
Volkswagen,Atlas Cross Sport 3.6L V6 SEL Premium R-Line,2020,26746,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,29,39,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,41997,34,5,
Jeep,Compass Latitude,2016,84840,2.4L I4 16V MPFI DOHC,2.4,Automatic,1,Gasoline,Four-wheel Drive,23,29,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,13496,26,9,75
Hyundai,Santa Fe Ultimate 2.0T,2019,90861,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Front-wheel Drive,28,33,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,22991,30.5,6,
Nissan,Armada SV,2021,59971,5.6L V8 32V GDI DOHC,5.6,7-Speed Automatic,1,Gasoline,Four-wheel Drive,15,20,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,33777,17.5,4,
Volvo,XC90 3.2 R-Design,2013,127621,3.2L I6 24V MPFI DOHC,3.2,6-Speed Automatic,1,Gasoline,Front-wheel Drive,21,31,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,11316,26,12,78
Toyota,4Runner SR5 Premium,2020,65716,4.0L V6 24V MPFI DOHC,4,5-Speed Automatic,1,Gasoline,Four-wheel Drive,16,19,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,39731,17.5,5,85
MINI,Hardtop Cooper S,2015,89874,"2L I-4 gasoline direct injection, DOHC, variable valve control,",2,Automatic,1,Gasoline,Front-wheel Drive,22,32,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,11500,27,10,
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription Extended Range 7P,2022,3667,2.0L I4 16V GDI DOHC Turbo Hybrid,2,8-Speed Automatic,1,Hybrid,Four-wheel Drive,21,30,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,67991,25.5,3,75
Mitsubishi,Lancer Evolution MR,2013,84916,2.0L I4 16V MPFI DOHC Turbo,2,6-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,26,34,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,26995,30,12,
Maserati,Levante Base,2022,4273,"3L V-6 gasoline direct injection, DOHC, variable valve control,",3,Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,69991,24.42130239915634,3,
Ford,Explorer XLT,2022,10273,2.3L I4 16V GDI DOHC Turbo,2.3,10-Speed Automatic,1,Gasoline,Four-wheel Drive,20,27,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,43994,23.5,3,83
FIAT,500X Trekking,2018,45169,2.4L I4 16V MPFI SOHC,2.4,9-Speed Automatic,1,Gasoline,Front-wheel Drive,22,30,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,16995,26,7,
Toyota,4Runner Sport,2017,76163,4.0L V6 24V MPFI DOHC,4,5-Speed Automatic,1,Gasoline,Four-wheel Drive,17,20,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,36981,18.5,8,88
Porsche,Macan Base,2020,9481,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,17,23,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,51500,20,5,78
Mercedes-Benz,GLE 350 Base 4MATIC,2021,46691,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,16,26,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,45995,21,4,78
Mercedes-Benz,SLK-Class SLK230 Kompressor,2000,73995,2.3L I4 16V MPFI DOHC Supercharged,2.3,5-Speed,0,Gasoline,Rear-wheel Drive,18,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8995,23,25,
FIAT,500 Abarth,2017,45180,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,28,33,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,18998,30.5,8,76
Audi,Q3 45 Premium,2020,27616,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,27,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,32990,23,5,69
Nissan,Rogue SV,2016,54385,2.5L I4 16V MPFI DOHC,2.5,Automatic CVT,1,Gasoline,Four-wheel Drive,15,20,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,18495,17.5,9,80
Lexus,IS 350 F Sport,2021,37088,3.5L V6 24V PDI DOHC,3.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,40490,24.42130239915634,4,88
Cadillac,XT6 Premium Luxury FWD,2020,29770,3.6L V6 24V GDI DOHC,3.6,9-Speed Automatic,1,Gasoline,Front-wheel Drive,18,26,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,40729,22,5,82
Volvo,XC70 3.2,2008,145003,3.2L I6 24V MPFI DOHC,3.2,6-Speed Automatic,1,Gasoline,Four-wheel Drive,26,35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6950,30.5,17,87
Maserati,MC20 Base,2022,1237,3.0L V6 24V PDI DOHC Twin Turbo,3,8-Speed Automatic with Auto-Shift,1,Gasoline,Rear-wheel Drive,14,20,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,249995,17,3,
Lexus,RX 330 Base (A5),2005,124600,3.3L V6 24V MPFI DOHC,3.3,5-Speed Automatic,1,Gasoline,Four-wheel Drive,22,31,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,7995,26.5,20,
Jeep,Wrangler Rubicon,2017,64681,3.6L V6 24V MPFI DOHC,3.6,5-Speed Automatic,1,Gasoline,Four-wheel Drive,17,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38500,20.5,8,71
